ad_id,type,price,area,bedrooms,bathrooms,level,furnished,rent,city,region
Ad id 194286483,dsduwphqw,14500.0,90.0,2,1,2,yes,yes,fdlur,uhkde flwb
Ad id 194286458,dsduwphqw,8500.0,200.0,3,2,2,no,yes,fdlur,qdvu flwb
Ad id 194286440,dsduwphqw,19000.0,145.0,2,3,2,no,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194286417,dsduwphqw,16000.0,153.0,2,2,1,no,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194286404,dsduwphqw,14000.0,250.0,3,3,2,yes,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194286397,dsduwphqw,20000.0,294.0,5,4,1,no,yes,fdlur,uhkde flwb
Ad id 194285782,dsduwphqw,1000.0,130.0,3,2,3,yes,yes,fdlur,pdglqdwb
Ad id 194286373,dsduwphqw,20000.0,188.0,3,2,ground,no,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194286370,dsduwphqw,5000.0,120.0,3,1,7,yes,yes,dohadqguld,pdqgdud
Ad id 194286366,dsduwphqw,15000.0,200.0,3,2,1,yes,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194273257,dsduwphqw,27000.0,320.0,5,3,ground,no,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194286329,dsduwphqw,5500.0,107.0,2,1,2,no,yes,fdlur,pdglqdwb
Ad id 194286310,dsduwphqw,18000.0,255.0,3,3,1,no,yes,fdlur,uhkde flwb
Ad id 194284349,dsduwphqw,2200.0,75.0,1,1,4,no,yes,jlcd,idlvdo
Ad id 193248609,dsduwphqw,2850000.0,122.0,2,2,ground,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 194318785,dsduwphqw,2800000.0,155.0,3,3,2,no,no,fdlur,uhkde flwb
Ad id 194318779,dsduwphqw,830000.0,130.0,2,2,3,no,no,jlcd,6wk ri rfwrehu
Ad id 194318777,shqwkrxvh,7194005.0,220.0,3,2,3,no,no,jlcd,vkhlnk cdbhg
Ad id 194318759,dsduwphqw,1350000.0,130.0,3,1,ground,no,no,fdlur,vkrurxn flwb
Ad id 194318744,dsduwphqw,1440000.0,196.0,4,3,2,no,no,jlcd,6wk ri rfwrehu
Ad id 194318741,dsduwphqw,1350000.0,160.0,3,2,1,no,no,jlcd,kdgdbhn 6wk ri rfwrehu
Ad id 194198761,dsduwphqw,2300000.0,144.0,3,2,2,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 192881081,gxsoha,2306448.0,281.0,4,4,ground,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 192880962,dsduwphqw,1544994.0,153.0,3,2,ground,no,no,fdlur,rerxu flwb
Ad id 192880838,dsduwphqw,2595780.0,253.0,3,2,highest,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 192880618,dsduwphqw,1737612.0,173.0,3,3,1,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 194318733,dsduwphqw,2670000.0,267.0,3,3,4,no,no,jlcd,vkhlnk cdbhg
Ad id 194318729,dsduwphqw,1950000.0,124.0,2,2,ground,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 194318717,dsduwphqw,900000.0,190.0,3,2,1,no,no,jlcd,kdgdbhn 6wk ri rfwrehu
Ad id 194318006,dsduwphqw,1728000.0,192.0,3,3,3,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 194281476,dsduwphqw,2300000.0,130.0,2,2,2,no,no,fdlur,cdkudd do pddgl
Ad id 194040961,dsduwphqw,1432188.0,149.0,3,2,1,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 194318701,dsduwphqw,1880000.0,136.0,2,2,ground,no,no,jlcd,6wk ri rfwrehu
Ad id 194318691,gxsoha,650000.0,235.0,4,3,2,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 194318678,dsduwphqw,121000.0,131.0,3,2,1,no,no,fdlur,pdglqdwb
Ad id 193910996,dsduwphqw,1180980.0,135.0,3,2,3,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 194318670,dsduwphqw,5650000.0,241.0,3,3,ground,no,no,fdlur,pdglqdwb
Ad id 194318665,vwxglr,109000.0,57.0,1,1,1,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 194318664,dsduwphqw,3000000.0,290.0,4,4,2,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 194318652,dsduwphqw,1657500.0,195.0,3,3,1,no,no,jlcd,6wk ri rfwrehu
Ad id 194318619,dsduwphqw,2850000.0,119.0,3,3,4,no,no,fdlur,uhkde flwb
Ad id 194318616,dsduwphqw,2050000.0,107.0,2,1,4,no,no,fdlur,pdglqdwb
Ad id 194318614,dsduwphqw,4800000.0,172.0,2,3,ground,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 194318604,dsduwphqw,1550000.0,175.0,3,2,2,no,no,jlcd,kdgdbhn do-dkudp
Ad id 190795648,dsduwphqw,600000.0,135.0,2,3,5,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 194318601,dsduwphqw,2280000.0,240.0,3,3,ground,no,no,jlcd,vkhlnk cdbhg
Ad id 194318590,dsduwphqw,1100000.0,175.0,3,2,2,no,no,fdlur,vkrurxn flwb
Ad id 194318581,dsduwphqw,1350000.0,175.0,3,2,2,no,no,jlcd,kdgdbhn 6wk ri rfwrehu
Ad id 194318576,dsduwphqw,2500000.0,150.0,3,2,3,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 190246015,dsduwphqw,5000000.0,335.0,4,3,10+,no,no,jlcd,prkdqghvvlq
Ad id 194318554,dsduwphqw,2200000.0,160.0,3,2,3,no,no,jlcd,vkhlnk cdbhg
Ad id 194318524,dsduwphqw,3750000.0,250.0,3,3,2,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 194318510,dsduwphqw,560000.0,175.0,3,2,3,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 194318509,dsduwphqw,2400000.0,116.0,3,2,2,no,no,fdlur,pdglqdwb
Ad id 194318508,dsduwphqw,2000000.0,180.0,3,2,2,no,no,jlcd,vkhlnk cdbhg
Ad id 194286298,dsduwphqw,9000.0,155.0,3,3,ground,no,yes,fdlur,uhkde flwb
Ad id 194286262,dsduwphqw,5000.0,165.0,3,2,1,no,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194286260,dsduwphqw,10000.0,90.0,2,1,2,yes,yes,fdlur,uhkde flwb
Ad id 194286253,dsduwphqw,13000.0,99.0,2,1,5,yes,yes,fdlur,uhkde flwb
Ad id 193698332,dsduwphqw,7500.0,205.0,3,3,3,no,yes,jlcd,6wk ri rfwrehu
Ad id 194286210,dsduwphqw,11000.0,220.0,3,2,2,no,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194286200,dsduwphqw,10000.0,140.0,4,2,2,no,yes,tdobxeld,tdobxe
Ad id 194286187,shqwkrxvh,30000.0,192.0,2,3,3,yes,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194286158,dsduwphqw,8500.0,162.0,3,3,2,no,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194283033,dsduwphqw,3000.0,96.0,3,1,1,no,yes,fdlur,qdvu flwb
Ad id 194286137,dsduwphqw,12000.0,138.0,2,2,ground,no,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194286090,dsduwphqw,13000.0,140.0,3,2,1,no,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194286081,dsduwphqw,8000.0,220.0,3,3,2,no,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 187345486,dsduwphqw,500.0,100.0,3,1,2,yes,yes,fdlur,vkhudwrq
Ad id 194286024,dsduwphqw,21000.0,300.0,3,3,1,no,yes,fdlur,uhkde flwb
Ad id 194285993,dsduwphqw,23000.0,136.0,2,2,ground,yes,yes,fdlur,uhkde flwb
Ad id 194285981,dsduwphqw,16000.0,147.0,3,2,2,yes,yes,dohadqguld,udpo vwdwlrq
Ad id 194285969,dsduwphqw,35000.0,150.0,2,2,2,yes,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194285949,dsduwphqw,8500.0,131.0,3,2,3,no,yes,fdlur,uhkde flwb
Ad id 194285927,dsduwphqw,7000.0,160.0,3,2,ground,no,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194285906,dsduwphqw,25000.0,136.0,3,3,ground,yes,yes,fdlur,uhkde flwb
Ad id 194285863,vwxglr,4000.0,60.0,1,1,ground,no,yes,fdlur,pdglqdwb
Ad id 194285844,dsduwphqw,6500.0,135.0,3,2,2,no,yes,fdlur,pdglqdwb
Ad id 194285835,dsduwphqw,6500.0,99.0,2,1,3,no,yes,fdlur,uhkde flwb
Ad id 194249216,dsduwphqw,60000.0,320.0,5,4,5,yes,yes,fdlur,uhkde flwb
Ad id 194285811,dsduwphqw,13000.0,138.0,2,2,ground,no,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194285799,dsduwphqw,11000.0,96.0,2,2,3,yes,yes,fdlur,pdglqdwb
Ad id 194285774,dsduwphqw,7500.0,135.0,3,2,4,no,yes,fdlur,pdglqdwb
Ad id 194285746,dsduwphqw,11000.0,90.0,2,1,1,yes,yes,fdlur,uhkde flwb
Ad id 194285728,dsduwphqw,900.0,120.0,2,2,7,yes,yes,fdlur,vkhudwrq
Ad id 194285677,dsduwphqw,600.0,190.0,3,2,3,yes,yes,fdlur,qdvu flwb
Ad id 194285656,dsduwphqw,9500.0,100.0,2,2,4,yes,yes,fdlur,pdglqdwb
Ad id 194285655,vwxglr,25000.0,97.0,1,1,ground,yes,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194274434,dsduwphqw,5000.0,100.0,2,1,2,yes,yes,jlcd,kdgdbhn do-dkudp
Ad id 194285627,dsduwphqw,450.0,120.0,3,1,10+,yes,yes,dohadqguld,pdqgdud
Ad id 194285618,dsduwphqw,7000.0,140.0,3,1,3,no,yes,tdobxeld,vkxeud do-nkdlpdk
Ad id 194283612,dsduwphqw,10000.0,185.0,3,2,5,no,yes,jlcd,6wk ri rfwrehu
Ad id 194285591,dsduwphqw,15000.0,115.0,3,2,ground,no,yes,fdlur,uhkde flwb
Ad id 194285589,dsduwphqw,10000.0,170.0,3,3,3,no,yes,fdlur,uhkde flwb
Ad id 194285583,dsduwphqw,7000.0,160.0,3,2,ground,yes,yes,jlcd,vkhlnk cdbhg
Ad id 194285577,dsduwphqw,5500.0,70.0,2,1,1,no,yes,fdlur,pdglqdwb
Ad id 194285573,dsduwphqw,8000.0,200.0,3,2,1,no,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194285569,dsduwphqw,9500.0,168.0,3,3,5,no,yes,fdlur,pdglqdwb
Ad id 194285565,dsduwphqw,20000.0,195.0,3,3,1,no,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194318474,dsduwphqw,2480000.0,155.0,2,2,1,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 194318471,dsduwphqw,1150000.0,135.0,3,2,3,no,no,jkdueld,wdqwd
Ad id 192556055,dsduwphqw,3500000.0,186.0,3,3,4,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 192535003,gxsoha,4500000.0,235.0,3,3,ground,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 194318447,dsduwphqw,1200000.0,160.0,3,2,ground,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 194318429,dsduwphqw,1350000.0,180.0,3,3,5,no,no,jlcd,6wk ri rfwrehu
Ad id 194318424,dsduwphqw,330000.0,100.0,3,1,1,no,no,dohadqguld,qdnkhho
Ad id 194317922,dsduwphqw,2050000.0,108.0,2,1,3,no,no,fdlur,uhkde flwb
Ad id 194311965,dsduwphqw,1100000.0,136.0,3,3,6,no,no,fdlur,pddgl
Ad id 194318419,dsduwphqw,1800000.0,80.0,1,1,1,no,no,jlcd,vkhlnk cdbhg
Ad id 194318416,dsduwphqw,1870000.0,89.0,2,2,ground,yes,no,fdlur,pdglqdwb
Ad id 194318410,dsduwphqw,153500.0,165.0,3,3,4,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 194318405,dsduwphqw,1300000.0,155.0,3,2,1,no,no,fdlur,cdkudd do pddgl
Ad id 194318403,dsduwphqw,1500000.0,178.0,3,2,4,no,no,jlcd,kdgdbhn do-dkudp
Ad id 194318393,dsduwphqw,1600000.0,228.0,3,3,2,no,no,fdlur,vkrurxn flwb
Ad id 194318390,dsduwphqw,400000.0,180.0,3,2,3,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 194318380,dsduwphqw,2500000.0,155.0,2,2,4,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 191653849,dsduwphqw,2930000.0,143.0,3,2,4,no,no,fdlur,qhz fdslwdo flwb
Ad id 194318368,dsduwphqw,257000.0,115.0,2,1,3,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 194318364,shqwkrxvh,1098000.0,334.0,4,3,ground,no,no,jlcd,vkhlnk cdbhg
Ad id 194318342,dsduwphqw,1900000.0,151.0,3,1,4,no,no,dohadqguld,fohrsdwud
Ad id 191156259,dsduwphqw,4207000.0,190.0,3,3,ground,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 194318315,dsduwphqw,420000.0,177.0,3,3,2,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 194318313,dsduwphqw,1200000.0,195.0,3,2,1,no,no,jlcd,kdgdbhn do-dkudp
Ad id 194285687,dsduwphqw,2100000.0,91.0,2,1,ground,no,no,fdlur,uhkde flwb
Ad id 194200244,dsduwphqw,10800000.0,300.0,4,3,ground,no,no,fdlur,prndwwdp
Ad id 194195040,dsduwphqw,6250000.0,140.0,2,2,1,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 194021077,dsduwphqw,1500000.0,137.0,2,2,ground,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 193878598,dsduwphqw,8200000.0,200.0,3,4,1,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 194318305,dsduwphqw,1592000.0,111.0,2,1,2,no,no,jlcd,kdgdbhn 6wk ri rfwrehu
Ad id 194318280,dsduwphqw,1750000.0,175.0,3,2,10+,no,no,dohadqguld,jolp
Ad id 194318279,dsduwphqw,1350000.0,210.0,3,3,1,no,no,fdlur,rerxu flwb
Ad id 194318244,dsduwphqw,380000.0,90.0,3,1,1,no,no,dohadqguld,prkdudp eln
Ad id 194318125,dsduwphqw,33000.0,135.0,2,2,5,no,no,dohadqguld,djdpl
Ad id 194316444,dsduwphqw,1280000.0,205.0,3,3,1,no,no,jlcd,6wk ri rfwrehu
Ad id 194236168,gxsoha,4585000.0,210.0,4,2,2,no,no,jlcd,vkhlnk cdbhg
Ad id 194318243,dsduwphqw,1650000.0,230.0,3,2,1,no,no,jlcd,6wk ri rfwrehu
Ad id 194318237,dsduwphqw,3000000.0,200.0,3,2,2,no,no,dohadqguld,vsruwlqj
Ad id 194318219,dsduwphqw,2000000.0,96.0,2,2,2,no,no,fdlur,pdglqdwb
Ad id 194318218,gxsoha,5125000.0,244.0,3,3,highest,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 190714062,dsduwphqw,3000000.0,200.0,3,3,10,no,no,jlcd,grnnl
Ad id 194318201,dsduwphqw,2250000.0,150.0,3,2,2,no,no,jlcd,vkhlnk cdbhg
Ad id 194317328,gxsoha,3800000.0,250.0,4,2,3,no,no,jlcd,vkhlnk cdbhg
Ad id 194316091,dsduwphqw,2520000.0,220.0,3,3,1,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 194285539,dsduwphqw,6000.0,124.0,3,2,1,no,yes,fdlur,pdglqdwb
Ad id 194285530,dsduwphqw,25000.0,191.0,3,3,2,no,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194178493,vwxglr,28000.0,94.0,1,1,ground,yes,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194285527,dsduwphqw,4500.0,130.0,3,2,4,no,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194285494,dsduwphqw,25000.0,136.0,3,3,ground,yes,yes,fdlur,uhkde flwb
Ad id 194285471,dsduwphqw,9000.0,200.0,3,2,1,yes,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194285470,dsduwphqw,10000.0,160.0,2,2,4,yes,yes,fdlur,uhkde flwb
Ad id 194285407,dsduwphqw,11000.0,70.0,2,1,2,yes,yes,jlcd,vkhlnk cdbhg
Ad id 194285396,dsduwphqw,6000.0,96.0,2,2,4,yes,yes,fdlur,pdglqdwb
Ad id 194285378,gxsoha,14000.0,400.0,4,4,ground,no,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194285372,dsduwphqw,3200.0,130.0,3,2,2,no,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194285357,dsduwphqw,19000.0,217.0,3,3,2,no,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194285354,dsduwphqw,8000.0,200.0,3,2,10+,no,yes,tdobxeld,vkxeud do-nkdlpdk
Ad id 194285340,gxsoha,22000.0,430.0,4,3,ground,yes,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194285293,dsduwphqw,18000.0,127.0,2,2,ground,no,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194285288,dsduwphqw,10000.0,70.0,1,1,ground,yes,yes,fdlur,uhkde flwb
Ad id 194285275,dsduwphqw,8000.0,225.0,3,3,2,no,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194285252,dsduwphqw,9500.0,168.0,3,3,5,no,yes,fdlur,pdglqdwb
Ad id 194285250,shqwkrxvh,18000.0,166.0,2,2,4,no,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194285248,dsduwphqw,12000.0,119.0,3,3,2,yes,yes,fdlur,uhkde flwb
Ad id 188428564,dsduwphqw,3000.0,100.0,3,1,ground,yes,yes,fdlur,edgu flwb
Ad id 194285208,dsduwphqw,4000.0,140.0,3,1,3,no,yes,tdobxeld,vkxeud do-nkdlpdk
Ad id 194285195,dsduwphqw,9500.0,168.0,3,3,5,no,yes,fdlur,pdglqdwb
Ad id 194285192,dsduwphqw,15000.0,230.0,3,3,10+,yes,yes,jlcd,grnnl
Ad id 194285189,dsduwphqw,7500.0,200.0,3,2,2,yes,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194285185,dsduwphqw,7500.0,180.0,3,2,2,yes,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194285176,dsduwphqw,20000.0,120.0,2,2,ground,yes,yes,fdlur,uhkde flwb
Ad id 193659555,dsduwphqw,3200.0,100.0,2,1,ground,yes,yes,pdwuxk,kdppdp
Ad id 194285154,dsduwphqw,16000.0,143.0,2,3,3,no,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194285141,dsduwphqw,5000.0,125.0,2,1,2,no,yes,jlcd,vkhlnk cdbhg
Ad id 194285139,gxsoha,48000.0,256.0,3,3,ground,yes,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194285124,dsduwphqw,5000.0,78.0,2,1,3,no,yes,fdlur,pdglqdwb
Ad id 194285115,dsduwphqw,10000.0,70.0,2,1,ground,yes,yes,jlcd,vkhlnk cdbhg
Ad id 194285110,dsduwphqw,13000.0,132.0,3,2,3,yes,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194285092,dsduwphqw,9000.0,200.0,3,2,1,no,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194285086,dsduwphqw,7500.0,141.0,3,2,3,no,yes,fdlur,pdglqdwb
Ad id 194285084,dsduwphqw,20000.0,199.0,3,3,2,no,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194285065,dsduwphqw,20000.0,294.0,5,4,1,no,yes,fdlur,uhkde flwb
Ad id 194285057,dsduwphqw,35000.0,160.0,3,2,1,yes,yes,fdlur,pddgl
Ad id 194285050,dsduwphqw,25000.0,155.0,3,3,1,yes,yes,fdlur,uhkde flwb
Ad id 194285013,dsduwphqw,25000.0,210.0,3,3,4,no,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194285003,dsduwphqw,6500.0,150.0,3,2,3,no,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194285002,dsduwphqw,15000.0,90.0,2,1,ground,yes,yes,fdlur,uhkde flwb
Ad id 193913269,dsduwphqw,3500000.0,205.0,3,2,4,yes,no,dohadqguld,vded sdvkd
Ad id 194318163,gxsoha,810000.0,308.0,4,4,2,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 194318154,dsduwphqw,1550000.0,162.0,3,2,2,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 194318147,dsduwphqw,3500000.0,199.0,3,3,2,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 194318115,dsduwphqw,4000000.0,165.0,3,3,2,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 194318114,gxsoha,720000.0,270.0,4,3,ground,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 194318107,dsduwphqw,3500000.0,160.0,2,3,2,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 194317915,dsduwphqw,1827000.0,210.0,3,3,2,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 194317629,dsduwphqw,1722000.0,210.0,3,3,2,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 194318103,dsduwphqw,1430000.0,179.0,3,2,1,no,no,fdlur,vkrurxn flwb
Ad id 194318102,dsduwphqw,1260000.0,170.0,3,2,2,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 194318100,dsduwphqw,3650000.0,155.0,3,3,ground,no,no,fdlur,uhkde flwb
Ad id 194318088,dsduwphqw,3350000.0,135.0,2,2,1,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 194318073,dsduwphqw,1200000.0,300.0,4,2,5,no,no,dohadqguld,qdnkhho
Ad id 186702812,gxsoha,2000000.0,240.0,4,3,ground,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 194318072,dsduwphqw,1663400.0,182.0,4,3,3,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 194318067,dsduwphqw,920000.0,150.0,3,2,4,no,no,jkdueld,wdqwd
Ad id 194318055,dsduwphqw,2400000.0,131.0,2,2,2,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 194318053,dsduwphqw,1900000.0,135.0,2,1,3,no,no,dohadqguld,fohrsdwud
Ad id 194318034,dsduwphqw,2337500.0,275.0,5,3,1,no,no,jlcd,6wk ri rfwrehu
Ad id 194228530,dsduwphqw,2100000.0,200.0,3,2,ground,no,no,jlcd,vkhlnk cdbhg
Ad id 192746048,dsduwphqw,1250000.0,220.0,4,3,2,no,no,fdlur,vkrurxn flwb
Ad id 194318028,dsduwphqw,1600000.0,160.0,3,1,2,no,no,jlcd,vkhlnk cdbhg
Ad id 194318025,dsduwphqw,850000.0,165.0,3,2,ground,no,no,fdlur,vkrurxn flwb
Ad id 194318017,shqwkrxvh,269060.0,174.0,3,4,ground,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 194318015,dsduwphqw,7300000.0,193.0,3,3,ground,no,no,jlcd,6wk ri rfwrehu
Ad id 194318013,dsduwphqw,1100000.0,135.0,3,2,2,no,no,jlcd,6wk ri rfwrehu
Ad id 194318004,dsduwphqw,200000.0,70.0,1,1,2,no,no,jlcd,vkhlnk cdbhg
Ad id 194318003,dsduwphqw,1900000.0,70.0,1,1,2,no,no,jlcd,vkhlnk cdbhg
Ad id 194317997,gxsoha,2400000.0,180.0,3,2,ground,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 194317105,dsduwphqw,9700000.0,165.0,3,3,ground,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 194316707,dsduwphqw,3850000.0,140.0,3,3,2,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 194315592,dsduwphqw,2900000.0,137.0,2,2,2,no,no,fdlur,prvwdnedo flwb
Ad id 186636529,dsduwphqw,1355000.0,177.0,3,2,ground,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 194317971,dsduwphqw,1490000.0,123.0,2,2,7,no,no,dohadqguld,prkdudp eln
Ad id 194317955,gxsoha,1600000.0,250.0,3,2,ground,no,no,fdlur,vkrurxn flwb
Ad id 194317954,dsduwphqw,2100000.0,195.0,3,3,1,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 194317950,dsduwphqw,1550000.0,180.0,3,2,ground,no,no,jlcd,vkhlnk cdbhg
Ad id 194317944,dsduwphqw,3650000.0,160.0,3,3,ground,no,no,fdlur,pdglqdwb
Ad id 194197765,dsduwphqw,1600000.0,160.0,2,2,1,no,no,jlcd,vkhlnk cdbhg
Ad id 194285000,dsduwphqw,7500.0,180.0,3,2,2,no,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194284992,dsduwphqw,18000.0,157.0,2,3,3,no,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194284801,dsduwphqw,5000.0,88.0,2,1,ground,no,yes,fdlur,pdglqdwb
Ad id 194284973,dsduwphqw,6500.0,60.0,1,1,ground,no,yes,fdlur,uhkde flwb
Ad id 194284968,dsduwphqw,35000.0,220.0,3,3,6,yes,yes,jlcd,prkdqghvvlq
Ad id 193803123,dsduwphqw,33000.0,195.0,3,3,3,yes,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194284917,dsduwphqw,12000.0,260.0,3,3,4,no,yes,dohadqguld,vsruwlqj
Ad id 194284883,vwxglr,14000.0,70.0,1,1,2,no,yes,jlcd,6wk ri rfwrehu
Ad id 194284863,dsduwphqw,20000.0,148.0,2,3,2,no,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194284858,dsduwphqw,5000.0,108.0,3,2,4,no,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194284776,dsduwphqw,5000.0,88.0,2,1,ground,no,yes,fdlur,pdglqdwb
Ad id 194284721,dsduwphqw,6500.0,117.0,2,2,4,no,yes,fdlur,uhkde flwb
Ad id 194284690,dsduwphqw,10999.0,99.0,2,1,4,yes,yes,fdlur,uhkde flwb
Ad id 194284659,dsduwphqw,5500.0,100.0,2,1,6,yes,yes,fdlur,pdglqdwb
Ad id 194284629,dsduwphqw,5500.0,82.0,2,1,1,no,yes,fdlur,pdglqdwb
Ad id 194284621,dsduwphqw,5500.0,74.0,2,1,3,no,yes,fdlur,pdglqdwb
Ad id 194284612,dsduwphqw,6500.0,100.0,2,1,2,no,yes,fdlur,pdglqdwb
Ad id 194284498,vwxglr,11000.0,90.0,1,1,2,no,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194284604,dsduwphqw,5000.0,67.0,2,1,3,yes,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194284597,dsduwphqw,14000.0,210.0,3,2,ground,yes,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194284596,dsduwphqw,80000.0,260.0,4,3,5,yes,yes,jlcd,prkdqghvvlq
Ad id 194284573,dsduwphqw,8500.0,210.0,3,3,2,no,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194284564,dsduwphqw,21000.0,300.0,4,4,1,no,yes,fdlur,uhkde flwb
Ad id 194248451,dsduwphqw,15000.0,300.0,4,3,7,no,yes,fdlur,qdvu flwb
Ad id 194248312,dsduwphqw,7000.0,168.0,3,3,2,no,yes,fdlur,pdglqdwb
Ad id 194248213,dsduwphqw,8000.0,250.0,3,3,10,no,yes,fdlur,qdvu flwb
Ad id 194183527,dsduwphqw,3000.0,130.0,3,1,2,yes,yes,dohadqguld,pdqgdud
Ad id 194179810,vwxglr,4700.0,58.0,1,1,ground,no,yes,fdlur,pdglqdwb
